Timestamp,Distance(m)
19:45:43.961,0.0200
19:45:43.962,0.0200
19:45:43.963,0.0200
19:45:43.964,0.0200
19:45:43.965,0.0200
19:45:43.966,0.0200
19:45:43.967,0.0200
19:45:43.968,0.0200
19:45:43.969,0.0200
19:45:43.970,0.0201
19:45:43.971,0.0201
19:45:43.972,0.0201
19:45:43.973,0.0201
19:45:43.974,0.0201
19:45:43.975,0.0201
19:45:43.976,0.0201
19:45:43.977,0.0201
19:45:43.978,0.0201
19:45:43.979,0.0201
19:45:43.980,0.0201
19:45:43.981,0.0201
19:45:43.982,0.0201
19:45:43.983,0.0201
19:45:43.984,0.0201
19:45:43.985,0.0201
19:45:43.986,0.0201
19:45:43.987,0.0201
19:45:43.988,0.0201
19:45:43.989,0.0202
19:45:43.990,0.0202
19:45:43.991,0.0202
19:45:43.992,0.0202
19:45:43.993,0.0202
19:45:43.994,0.0202
19:45:43.995,0.0202
19:45:43.996,0.0202
19:45:43.997,0.0202
19:45:43.998,0.0202
19:45:43.999,0.0202
19:45:44.000,0.0202
19:45:44.001,0.0202
19:45:44.002,0.0202
19:45:44.003,0.0202
19:45:44.004,0.0202
19:45:44.005,0.0202
19:45:44.006,0.0202
19:45:44.007,0.0202
19:45:44.008,0.0203
19:45:44.009,0.0203
19:45:44.010,0.0203
19:45:44.011,0.0203
19:45:44.012,0.0203
19:45:44.013,0.0203
19:45:44.014,0.0203
19:45:44.015,0.0203
19:45:44.016,0.0203
19:45:44.017,0.0203
19:45:44.018,0.0203
19:45:44.019,0.0203
19:45:44.020,0.0203
19:45:44.021,0.0203
19:45:44.022,0.0203
19:45:44.023,0.0203
19:45:44.024,0.0203
19:45:44.025,0.0203
19:45:44.026,0.0203
19:45:44.027,0.0204
19:45:44.028,0.0204
19:45:44.029,0.0204
19:45:44.030,0.0204
19:45:44.031,0.0204
19:45:44.032,0.0204
19:45:44.033,0.0204
19:45:44.034,0.0204
19:45:44.035,0.0204
19:45:44.036,0.0204
19:45:44.037,0.0204
19:45:44.038,0.0204
19:45:44.039,0.0204
19:45:44.040,0.0204
19:45:44.041,0.0204
19:45:44.042,0.0204
19:45:44.043,0.0204
19:45:44.044,0.0204
19:45:44.045,0.0204
19:45:44.046,0.0205
19:45:44.047,0.0205
19:45:44.048,0.0205
19:45:44.049,0.0205
19:45:44.050,0.0205
19:45:44.051,0.0205
19:45:44.052,0.0205
19:45:44.053,0.0205
19:45:44.054,0.0205
19:45:44.055,0.0205
19:45:44.056,0.0205
19:45:44.057,0.0205
19:45:44.058,0.0205
19:45:44.059,0.0205
19:45:44.060,0.0205
19:45:44.061,0.0205
19:45:44.062,0.0205
19:45:44.063,0.0205
19:45:44.064,0.0205
19:45:44.065,0.0206
19:45:44.066,0.0206
19:45:44.067,0.0206
19:45:44.068,0.0206
19:45:44.069,0.0206
19:45:44.070,0.0206
19:45:44.071,0.0206
19:45:44.072,0.0206
19:45:44.073,0.0206
19:45:44.074,0.0206
19:45:44.075,0.0206
19:45:44.076,0.0206
19:45:44.077,0.0206
19:45:44.078,0.0206
19:45:44.079,0.0206
19:45:44.080,0.0206
19:45:44.081,0.0206
19:45:44.082,0.0206
19:45:44.083,0.0206
19:45:44.084,0.0207
19:45:44.085,0.0207
19:45:44.086,0.0207
19:45:44.087,0.0207
19:45:44.088,0.0207
19:45:44.089,0.0207
19:45:44.090,0.0207
19:45:44.091,0.0207
19:45:44.092,0.0207
19:45:44.093,0.0207
19:45:44.094,0.0207
19:45:44.095,0.0207
19:45:44.096,0.0207
19:45:44.097,0.0207
19:45:44.098,0.0207
19:45:44.099,0.0207
19:45:44.100,0.0207
19:45:44.101,0.0207
19:45:44.102,0.0207
19:45:44.103,0.0208
19:45:44.104,0.0208
19:45:44.105,0.0208
19:45:44.106,0.0208
19:45:44.107,0.0208
19:45:44.108,0.0208
19:45:44.109,0.0208
19:45:44.110,0.0208
19:45:44.111,0.0208
19:45:44.112,0.0208
19:45:44.113,0.0208
19:45:44.114,0.0208
19:45:44.115,0.0208
19:45:44.116,0.0208
19:45:44.117,0.0208
19:45:44.118,0.0208
19:45:44.119,0.0208
19:45:44.120,0.0208
19:45:44.121,0.0208
19:45:44.122,0.0209
19:45:44.123,0.0209
19:45:44.124,0.0209
19:45:44.125,0.0209
19:45:44.126,0.0209
19:45:44.127,0.0209
19:45:44.128,0.0209
19:45:44.129,0.0209
19:45:44.130,0.0209
19:45:44.131,0.0209
19:45:44.132,0.0209
19:45:44.133,0.0209
19:45:44.134,0.0209
19:45:44.135,0.0209
19:45:44.136,0.0209
19:45:44.137,0.0209
19:45:44.138,0.0209
19:45:44.139,0.0209
19:45:44.140,0.0209
19:45:44.141,0.0210
19:45:44.142,0.0210
19:45:44.143,0.0210
19:45:44.144,0.0210
19:45:44.145,0.0210
19:45:44.146,0.0210
19:45:44.147,0.0210
19:45:44.148,0.0210
19:45:44.149,0.0210
19:45:44.150,0.0210
19:45:44.151,0.0210
19:45:44.152,0.0210
19:45:44.153,0.0210
19:45:44.154,0.0210
19:45:44.155,0.0210
19:45:44.156,0.0210
19:45:44.157,0.0210
19:45:44.158,0.0210
19:45:44.159,0.0210
19:45:44.160,0.0211
19:45:44.161,0.0211
19:45:44.162,0.0211
19:45:44.163,0.0211
19:45:44.164,0.0211
19:45:44.165,0.0211
19:45:44.166,0.0211
19:45:44.167,0.0211
19:45:44.168,0.0211
19:45:44.169,0.0211
19:45:44.170,0.0211
19:45:44.171,0.0211
19:45:44.172,0.0211
19:45:44.173,0.0211
19:45:44.174,0.0211
19:45:44.175,0.0211
19:45:44.176,0.0211
19:45:44.177,0.0211
19:45:44.178,0.0211
19:45:44.179,0.0212
19:45:44.180,0.0212
19:45:44.181,0.0212
19:45:44.182,0.0212
19:45:44.183,0.0212
19:45:44.184,0.0212
19:45:44.185,0.0212
19:45:44.186,0.0212
19:45:44.187,0.0212
19:45:44.188,0.0212
